City Perception at Home ID,City Perception at Home,City Perception at Work ID,City Perception at Work,City Perception Streets ID,City Perception Streets,City Perception at Public Transport ID,City Perception at Public Transport,Age Range ID,Age Range,Sex ID,Sex,Population
1,Segura,1,Segura,1,Segura,2,Insegura,12,55 to 59 years,2,Mujer,790999
1,Segura,1,Segura,1,Segura,2,Insegura,13,60 to 64 years,1,Hombre,668743
1,Segura,1,Segura,1,Segura,2,Insegura,13,60 to 64 years,2,Mujer,497996
1,Segura,1,Segura,1,Segura,2,Insegura,14,65 to 69 years,1,Hombre,420844
1,Segura,1,Segura,1,Segura,2,Insegura,14,65 to 69 years,2,Mujer,302797
1,Segura,1,Segura,1,Segura,2,Insegura,15,70 to 74 years,1,Hombre,230923
1,Segura,1,Segura,1,Segura,2,Insegura,15,70 to 74 years,2,Mujer,91198
1,Segura,1,Segura,1,Segura,2,Insegura,16,75 to 79 years,1,Hombre,86683
1,Segura,1,Segura,1,Segura,2,Insegura,16,75 to 79 years,2,Mujer,51609
1,Segura,1,Segura,1,Segura,2,Insegura,17,80 or more years,1,Hombre,226712
1,Segura,1,Segura,1,Segura,2,Insegura,17,80 or more years,2,Mujer,124426
1,Segura,1,Segura,1,Segura,3,No aplica,4,15 to 19 years,1,Hombre,213150
1,Segura,1,Segura,1,Segura,3,No aplica,4,15 to 19 years,2,Mujer,77970
1,Segura,1,Segura,1,Segura,3,No aplica,5,20 to 24 years,1,Hombre,1343604
1,Segura,1,Segura,1,Segura,3,No aplica,5,20 to 24 years,2,Mujer,530344
1,Segura,1,Segura,1,Segura,3,No aplica,6,25 to 29 years,1,Hombre,1827914
1,Segura,1,Segura,1,Segura,3,No aplica,6,25 to 29 years,2,Mujer,971379
1,Segura,1,Segura,1,Segura,3,No aplica,7,30 to 34 years,1,Hombre,2138432
1,Segura,1,Segura,1,Segura,3,No aplica,7,30 to 34 years,2,Mujer,1109319
1,Segura,1,Segura,1,Segura,3,No aplica,8,35 to 39 years,1,Hombre,2113430
1,Segura,1,Segura,1,Segura,3,No aplica,8,35 to 39 years,2,Mujer,1121655
1,Segura,1,Segura,1,Segura,3,No aplica,9,40 to 44 years,1,Hombre,2099604
1,Segura,1,Segura,1,Segura,3,No aplica,9,40 to 44 years,2,Mujer,1259039
1,Segura,1,Segura,1,Segura,3,No aplica,10,45 to 49 years,1,Hombre,2070860
1,Segura,1,Segura,1,Segura,3,No aplica,10,45 to 49 years,2,Mujer,1089496
1,Segura,1,Segura,1,Segura,3,No aplica,11,50 to 54 years,1,Hombre,1775948
1,Segura,1,Segura,1,Segura,3,No aplica,11,50 to 54 years,2,Mujer,713692
1,Segura,1,Segura,1,Segura,3,No aplica,12,55 to 59 years,1,Hombre,1268381
1,Segura,1,Segura,1,Segura,3,No aplica,12,55 to 59 years,2,Mujer,556133
1,Segura,1,Segura,1,Segura,3,No aplica,13,60 to 64 years,1,Hombre,865569
1,Segura,1,Segura,1,Segura,3,No aplica,13,60 to 64 years,2,Mujer,298545
1,Segura,1,Segura,1,Segura,3,No aplica,14,65 to 69 years,1,Hombre,573396
1,Segura,1,Segura,1,Segura,3,No aplica,14,65 to 69 years,2,Mujer,221541
1,Segura,1,Segura,1,Segura,3,No aplica,15,70 to 74 years,1,Hombre,300518
1,Segura,1,Segura,1,Segura,3,No aplica,15,70 to 74 years,2,Mujer,82127
1,Segura,1,Segura,1,Segura,3,No aplica,16,75 to 79 years,1,Hombre,203639
1,Segura,1,Segura,1,Segura,3,No aplica,16,75 to 79 years,2,Mujer,56244
1,Segura,1,Segura,1,Segura,3,No aplica,17,80 or more years,1,Hombre,206491
1,Segura,1,Segura,1,Segura,3,No aplica,17,80 or more years,2,Mujer,154824
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,4,15 to 19 years,1,Hombre,9956
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,4,15 to 19 years,2,Mujer,2318
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,5,20 to 24 years,1,Hombre,8794
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,5,20 to 24 years,2,Mujer,5135
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,6,25 to 29 years,1,Hombre,6623
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,6,25 to 29 years,2,Mujer,2627
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,7,30 to 34 years,1,Hombre,12374
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,7,30 to 34 years,2,Mujer,12846
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,8,35 to 39 years,1,Hombre,12189
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,8,35 to 39 years,2,Mujer,8101
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,9,40 to 44 years,1,Hombre,10165
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,9,40 to 44 years,2,Mujer,15396
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,10,45 to 49 years,1,Hombre,9366
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,10,45 to 49 years,2,Mujer,15266
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,11,50 to 54 years,1,Hombre,3439
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,11,50 to 54 years,2,Mujer,13620
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,12,55 to 59 years,1,Hombre,4346
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,12,55 to 59 years,2,Mujer,3582
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,13,60 to 64 years,1,Hombre,4538
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,13,60 to 64 years,2,Mujer,4394
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,14,65 to 69 years,1,Hombre,3117
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,14,65 to 69 years,2,Mujer,1133
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,17,80 or more years,1,Hombre,1326
1,Segura,1,Segura,1,Segura,9,No sabe / no Responde,17,80 or more years,2,Mujer,6766
1,Segura,1,Segura,2,Insegura,1,Segura,4,15 to 19 years,1,Hombre,566075
1,Segura,1,Segura,2,Insegura,1,Segura,4,15 to 19 years,2,Mujer,368976
1,Segura,1,Segura,2,Insegura,1,Segura,5,20 to 24 years,1,Hombre,1413814
1,Segura,1,Segura,2,Insegura,1,Segura,5,20 to 24 years,2,Mujer,763795
1,Segura,1,Segura,2,Insegura,1,Segura,6,25 to 29 years,1,Hombre,1185692
1,Segura,1,Segura,2,Insegura,1,Segura,6,25 to 29 years,2,Mujer,771930
1,Segura,1,Segura,2,Insegura,1,Segura,7,30 to 34 years,1,Hombre,944589
1,Segura,1,Segura,2,Insegura,1,Segura,7,30 to 34 years,2,Mujer,589023
1,Segura,1,Segura,2,Insegura,1,Segura,8,35 to 39 years,1,Hombre,936380
1,Segura,1,Segura,2,Insegura,1,Segura,8,35 to 39 years,2,Mujer,697942
1,Segura,1,Segura,2,Insegura,1,Segura,9,40 to 44 years,1,Hombre,940005
1,Segura,1,Segura,2,Insegura,1,Segura,9,40 to 44 years,2,Mujer,891714
1,Segura,1,Segura,2,Insegura,1,Segura,10,45 to 49 years,1,Hombre,810640
1,Segura,1,Segura,2,Insegura,1,Segura,10,45 to 49 years,2,Mujer,658492
1,Segura,1,Segura,2,Insegura,1,Segura,11,50 to 54 years,1,Hombre,641588
1,Segura,1,Segura,2,Insegura,1,Segura,11,50 to 54 years,2,Mujer,582647
1,Segura,1,Segura,2,Insegura,1,Segura,12,55 to 59 years,1,Hombre,451924
1,Segura,1,Segura,2,Insegura,1,Segura,12,55 to 59 years,2,Mujer,330433
1,Segura,1,Segura,2,Insegura,1,Segura,13,60 to 64 years,1,Hombre,274370
1,Segura,1,Segura,2,Insegura,1,Segura,13,60 to 64 years,2,Mujer,179377
1,Segura,1,Segura,2,Insegura,1,Segura,14,65 to 69 years,1,Hombre,192403
1,Segura,1,Segura,2,Insegura,1,Segura,14,65 to 69 years,2,Mujer,93377
1,Segura,1,Segura,2,Insegura,1,Segura,15,70 to 74 years,1,Hombre,133930
1,Segura,1,Segura,2,Insegura,1,Segura,15,70 to 74 years,2,Mujer,93780
1,Segura,1,Segura,2,Insegura,1,Segura,16,75 to 79 years,1,Hombre,32499
1,Segura,1,Segura,2,Insegura,1,Segura,16,75 to 79 years,2,Mujer,26775
1,Segura,1,Segura,2,Insegura,1,Segura,17,80 or more years,1,Hombre,92524
1,Segura,1,Segura,2,Insegura,1,Segura,17,80 or more years,2,Mujer,82811
1,Segura,1,Segura,2,Insegura,2,Insegura,4,15 to 19 years,1,Hombre,1622373
1,Segura,1,Segura,2,Insegura,2,Insegura,4,15 to 19 years,2,Mujer,1524782
1,Segura,1,Segura,2,Insegura,2,Insegura,5,20 to 24 years,1,Hombre,5014167
1,Segura,1,Segura,2,Insegura,2,Insegura,5,20 to 24 years,2,Mujer,5079067
1,Segura,1,Segura,2,Insegura,2,Insegura,6,25 to 29 years,1,Hombre,5245538
1,Segura,1,Segura,2,Insegura,2,Insegura,6,25 to 29 years,2,Mujer,5065276
1,Segura,1,Segura,2,Insegura,2,Insegura,7,30 to 34 years,1,Hombre,4810637
1,Segura,1,Segura,2,Insegura,2,Insegura,7,30 to 34 years,2,Mujer,4487712
1,Segura,1,Segura,2,Insegura,2,Insegura,8,35 to 39 years,1,Hombre,3949984
1,Segura,1,Segura,2,Insegura,2,Insegura,8,35 to 39 years,2,Mujer,4376436
1,Segura,1,Segura,2,Insegura,2,Insegura,9,40 to 44 years,1,Hombre,4047943
1,Segura,1,Segura,2,Insegura,2,Insegura,9,40 to 44 years,2,Mujer,3997144
1,Segura,1,Segura,2,Insegura,2,Insegura,10,45 to 49 years,1,Hombre,3410924
1,Segura,1,Segura,2,Insegura,2,Insegura,10,45 to 49 years,2,Mujer,3821735
1,Segura,1,Segura,2,Insegura,2,Insegura,11,50 to 54 years,1,Hombre,2987281
1,Segura,1,Segura,2,Insegura,2,Insegura,11,50 to 54 years,2,Mujer,2772735
1,Segura,1,Segura,2,Insegura,2,Insegura,12,55 to 59 years,1,Hombre,1942643
1,Segura,1,Segura,2,Insegura,2,Insegura,12,55 to 59 years,2,Mujer,1901525
1,Segura,1,Segura,2,Insegura,2,Insegura,13,60 to 64 years,1,Hombre,1371804
1,Segura,1,Segura,2,Insegura,2,Insegura,13,60 to 64 years,2,Mujer,1057427
1,Segura,1,Segura,2,Insegura,2,Insegura,14,65 to 69 years,1,Hombre,635147
1,Segura,1,Segura,2,Insegura,2,Insegura,14,65 to 69 years,2,Mujer,544352
1,Segura,1,Segura,2,Insegura,2,Insegura,15,70 to 74 years,1,Hombre,320774
1,Segura,1,Segura,2,Insegura,2,Insegura,15,70 to 74 years,2,Mujer,238839
1,Segura,1,Segura,2,Insegura,2,Insegura,16,75 to 79 years,1,Hombre,142781
1,Segura,1,Segura,2,Insegura,2,Insegura,16,75 to 79 years,2,Mujer,61637
1,Segura,1,Segura,2,Insegura,2,Insegura,17,80 or more years,1,Hombre,484307
1,Segura,1,Segura,2,Insegura,2,Insegura,17,80 or more years,2,Mujer,271740
1,Segura,1,Segura,2,Insegura,3,No aplica,4,15 to 19 years,1,Hombre,120191
1,Segura,1,Segura,2,Insegura,3,No aplica,4,15 to 19 years,2,Mujer,55017
1,Segura,1,Segura,2,Insegura,3,No aplica,5,20 to 24 years,1,Hombre,675234
1,Segura,1,Segura,2,Insegura,3,No aplica,5,20 to 24 years,2,Mujer,366920
1,Segura,1,Segura,2,Insegura,3,No aplica,6,25 to 29 years,1,Hombre,1063081
1,Segura,1,Segura,2,Insegura,3,No aplica,6,25 to 29 years,2,Mujer,860975
1,Segura,1,Segura,2,Insegura,3,No aplica,7,30 to 34 years,1,Hombre,1195677
1,Segura,1,Segura,2,Insegura,3,No aplica,7,30 to 34 years,2,Mujer,917235
1,Segura,1,Segura,2,Insegura,3,No aplica,8,35 to 39 years,1,Hombre,1225737
1,Segura,1,Segura,2,Insegura,3,No aplica,8,35 to 39 years,2,Mujer,1110974
1,Segura,1,Segura,2,Insegura,3,No aplica,9,40 to 44 years,1,Hombre,1509872
1,Segura,1,Segura,2,Insegura,3,No aplica,9,40 to 44 years,2,Mujer,1103311
1,Segura,1,Segura,2,Insegura,3,No aplica,10,45 to 49 years,1,Hombre,1308856
1,Segura,1,Segura,2,Insegura,3,No aplica,10,45 to 49 years,2,Mujer,786833
1,Segura,1,Segura,2,Insegura,3,No aplica,11,50 to 54 years,1,Hombre,1188568
1,Segura,1,Segura,2,Insegura,3,No aplica,11,50 to 54 years,2,Mujer,615197
1,Segura,1,Segura,2,Insegura,3,No aplica,12,55 to 59 years,1,Hombre,711713
1,Segura,1,Segura,2,Insegura,3,No aplica,12,55 to 59 years,2,Mujer,416382
1,Segura,1,Segura,2,Insegura,3,No aplica,13,60 to 64 years,1,Hombre,481839
1,Segura,1,Segura,2,Insegura,3,No aplica,13,60 to 64 years,2,Mujer,251310
1,Segura,1,Segura,2,Insegura,3,No aplica,14,65 to 69 years,1,Hombre,254866
1,Segura,1,Segura,2,Insegura,3,No aplica,14,65 to 69 years,2,Mujer,125928
1,Segura,1,Segura,2,Insegura,3,No aplica,15,70 to 74 years,1,Hombre,124395
1,Segura,1,Segura,2,Insegura,3,No aplica,15,70 to 74 years,2,Mujer,62578
1,Segura,1,Segura,2,Insegura,3,No aplica,16,75 to 79 years,1,Hombre,70467
1,Segura,1,Segura,2,Insegura,3,No aplica,16,75 to 79 years,2,Mujer,19405
1,Segura,1,Segura,2,Insegura,3,No aplica,17,80 or more years,1,Hombre,177615
1,Segura,1,Segura,2,Insegura,3,No aplica,17,80 or more years,2,Mujer,100260
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,5,20 to 24 years,1,Hombre,4456
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,6,25 to 29 years,1,Hombre,1449
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,6,25 to 29 years,2,Mujer,9094
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,7,30 to 34 years,1,Hombre,9852
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,7,30 to 34 years,2,Mujer,3403
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,8,35 to 39 years,1,Hombre,2971
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,8,35 to 39 years,2,Mujer,3798
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,9,40 to 44 years,1,Hombre,3456
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,9,40 to 44 years,2,Mujer,1809
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,10,45 to 49 years,1,Hombre,5271
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,10,45 to 49 years,2,Mujer,8581
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,11,50 to 54 years,1,Hombre,3918
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,11,50 to 54 years,2,Mujer,4234
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,12,55 to 59 years,1,Hombre,3846
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,12,55 to 59 years,2,Mujer,463
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,13,60 to 64 years,1,Hombre,1919
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,14,65 to 69 years,1,Hombre,8864
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,15,70 to 74 years,1,Hombre,1072
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,17,80 or more years,1,Hombre,1549
1,Segura,1,Segura,2,Insegura,9,No sabe / no Responde,17,80 or more years,2,Mujer,523
1,Segura,1,Segura,3,No aplica,1,Segura,4,15 to 19 years,1,Hombre,11255
1,Segura,1,Segura,3,No aplica,1,Segura,5,20 to 24 years,1,Hombre,1956
1,Segura,1,Segura,3,No aplica,1,Segura,5,20 to 24 years,2,Mujer,7616
1,Segura,1,Segura,3,No aplica,1,Segura,6,25 to 29 years,1,Hombre,18869
1,Segura,1,Segura,3,No aplica,1,Segura,6,25 to 29 years,2,Mujer,1659
1,Segura,1,Segura,3,No aplica,1,Segura,7,30 to 34 years,1,Hombre,6369
1,Segura,1,Segura,3,No aplica,1,Segura,7,30 to 34 years,2,Mujer,2932
1,Segura,1,Segura,3,No aplica,1,Segura,8,35 to 39 years,1,Hombre,3986
1,Segura,1,Segura,3,No aplica,1,Segura,8,35 to 39 years,2,Mujer,9273
1,Segura,1,Segura,3,No aplica,1,Segura,9,40 to 44 years,1,Hombre,20171
1,Segura,1,Segura,3,No aplica,1,Segura,9,40 to 44 years,2,Mujer,7625
1,Segura,1,Segura,3,No aplica,1,Segura,10,45 to 49 years,1,Hombre,9297
1,Segura,1,Segura,3,No aplica,1,Segura,10,45 to 49 years,2,Mujer,1261
1,Segura,1,Segura,3,No aplica,1,Segura,11,50 to 54 years,1,Hombre,27516
1,Segura,1,Segura,3,No aplica,1,Segura,11,50 to 54 years,2,Mujer,14869
1,Segura,1,Segura,3,No aplica,1,Segura,12,55 to 59 years,1,Hombre,10547
1,Segura,1,Segura,3,No aplica,1,Segura,12,55 to 59 years,2,Mujer,8839
1,Segura,1,Segura,3,No aplica,1,Segura,13,60 to 64 years,1,Hombre,6561
1,Segura,1,Segura,3,No aplica,1,Segura,13,60 to 64 years,2,Mujer,6631
1,Segura,1,Segura,3,No aplica,1,Segura,14,65 to 69 years,1,Hombre,1692
1,Segura,1,Segura,3,No aplica,1,Segura,14,65 to 69 years,2,Mujer,3708
1,Segura,1,Segura,3,No aplica,1,Segura,15,70 to 74 years,1,Hombre,5204
1,Segura,1,Segura,3,No aplica,1,Segura,15,70 to 74 years,2,Mujer,878
1,Segura,1,Segura,3,No aplica,1,Segura,16,75 to 79 years,1,Hombre,480
1,Segura,1,Segura,3,No aplica,1,Segura,16,75 to 79 years,2,Mujer,823
1,Segura,1,Segura,3,No aplica,1,Segura,17,80 or more years,1,Hombre,5039
1,Segura,1,Segura,3,No aplica,1,Segura,17,80 or more years,2,Mujer,9312
1,Segura,1,Segura,3,No aplica,2,Insegura,4,15 to 19 years,1,Hombre,3762
1,Segura,1,Segura,3,No aplica,2,Insegura,4,15 to 19 years,2,Mujer,3188
1,Segura,1,Segura,3,No aplica,2,Insegura,5,20 to 24 years,1,Hombre,3855
1,Segura,1,Segura,3,No aplica,2,Insegura,5,20 to 24 years,2,Mujer,10666
1,Segura,1,Segura,3,No aplica,2,Insegura,6,25 to 29 years,1,Hombre,20074
1,Segura,1,Segura,3,No aplica,2,Insegura,6,25 to 29 years,2,Mujer,7802
1,Segura,1,Segura,3,No aplica,2,Insegura,7,30 to 34 years,1,Hombre,23019
1,Segura,1,Segura,3,No aplica,2,Insegura,7,30 to 34 years,2,Mujer,13598
1,Segura,1,Segura,3,No aplica,2,Insegura,8,35 to 39 years,1,Hombre,10872
1,Segura,1,Segura,3,No aplica,2,Insegura,8,35 to 39 years,2,Mujer,22127
1,Segura,1,Segura,3,No aplica,2,Insegura,9,40 to 44 years,1,Hombre,10388
1,Segura,1,Segura,3,No aplica,2,Insegura,9,40 to 44 years,2,Mujer,3868
1,Segura,1,Segura,3,No aplica,2,Insegura,10,45 to 49 years,1,Hombre,28744
1,Segura,1,Segura,3,No aplica,2,Insegura,10,45 to 49 years,2,Mujer,19330
1,Segura,1,Segura,3,No aplica,2,Insegura,11,50 to 54 years,1,Hombre,11957
1,Segura,1,Segura,3,No aplica,2,Insegura,11,50 to 54 years,2,Mujer,9585
1,Segura,1,Segura,3,No aplica,2,Insegura,12,55 to 59 years,1,Hombre,3737
1,Segura,1,Segura,3,No aplica,2,Insegura,12,55 to 59 years,2,Mujer,11334
1,Segura,1,Segura,3,No aplica,2,Insegura,13,60 to 64 years,1,Hombre,5524
1,Segura,1,Segura,3,No aplica,2,Insegura,14,65 to 69 years,1,Hombre,4584
1,Segura,1,Segura,3,No aplica,2,Insegura,14,65 to 69 years,2,Mujer,7862
1,Segura,1,Segura,3,No aplica,2,Insegura,15,70 to 74 years,1,Hombre,189
1,Segura,1,Segura,3,No aplica,2,Insegura,15,70 to 74 years,2,Mujer,1993
1,Segura,1,Segura,3,No aplica,2,Insegura,16,75 to 79 years,1,Hombre,17957
1,Segura,1,Segura,3,No aplica,2,Insegura,16,75 to 79 years,2,Mujer,2269
1,Segura,1,Segura,3,No aplica,2,Insegura,17,80 or more years,1,Hombre,3201
1,Segura,1,Segura,3,No aplica,3,No aplica,4,15 to 19 years,2,Mujer,1356
1,Segura,1,Segura,3,No aplica,3,No aplica,5,20 to 24 years,1,Hombre,6619
1,Segura,1,Segura,3,No aplica,3,No aplica,6,25 to 29 years,1,Hombre,15817
1,Segura,1,Segura,3,No aplica,3,No aplica,6,25 to 29 years,2,Mujer,2660
1,Segura,1,Segura,3,No aplica,3,No aplica,7,30 to 34 years,1,Hombre,4702
1,Segura,1,Segura,3,No aplica,3,No aplica,7,30 to 34 years,2,Mujer,3628
1,Segura,1,Segura,3,No aplica,3,No aplica,8,35 to 39 years,1,Hombre,5019
1,Segura,1,Segura,3,No aplica,3,No aplica,8,35 to 39 years,2,Mujer,9564
1,Segura,1,Segura,3,No aplica,3,No aplica,9,40 to 44 years,1,Hombre,14504
1,Segura,1,Segura,3,No aplica,3,No aplica,9,40 to 44 years,2,Mujer,11624
1,Segura,1,Segura,3,No aplica,3,No aplica,10,45 to 49 years,1,Hombre,14569
1,Segura,1,Segura,3,No aplica,3,No aplica,10,45 to 49 years,2,Mujer,1844
1,Segura,1,Segura,3,No aplica,3,No aplica,11,50 to 54 years,1,Hombre,2304
1,Segura,1,Segura,3,No aplica,3,No aplica,11,50 to 54 years,2,Mujer,9964
1,Segura,1,Segura,3,No aplica,3,No aplica,12,55 to 59 years,1,Hombre,14666
1,Segura,1,Segura,3,No aplica,3,No aplica,12,55 to 59 years,2,Mujer,4291
1,Segura,1,Segura,3,No aplica,3,No aplica,13,60 to 64 years,1,Hombre,22830
1,Segura,1,Segura,3,No aplica,3,No aplica,13,60 to 64 years,2,Mujer,16788
1,Segura,1,Segura,3,No aplica,3,No aplica,14,65 to 69 years,1,Hombre,9612
1,Segura,1,Segura,3,No aplica,3,No aplica,14,65 to 69 years,2,Mujer,11608
1,Segura,1,Segura,3,No aplica,3,No aplica,15,70 to 74 years,1,Hombre,4769
1,Segura,1,Segura,3,No aplica,3,No aplica,15,70 to 74 years,2,Mujer,12332
1,Segura,1,Segura,3,No aplica,3,No aplica,16,75 to 79 years,1,Hombre,7724
1,Segura,1,Segura,3,No aplica,3,No aplica,16,75 to 79 years,2,Mujer,9164
1,Segura,1,Segura,3,No aplica,3,No aplica,17,80 or more years,1,Hombre,5212
1,Segura,1,Segura,3,No aplica,3,No aplica,17,80 or more years,2,Mujer,21667
1,Segura,1,Segura,9,No sabe / no Responde,1,Segura,6,25 to 29 years,1,Hombre,20175
1,Segura,1,Segura,9,No sabe / no Responde,1,Segura,6,25 to 29 years,2,Mujer,5904
1,Segura,1,Segura,9,No sabe / no Responde,1,Segura,7,30 to 34 years,1,Hombre,1160
1,Segura,1,Segura,9,No sabe / no Responde,1,Segura,7,30 to 34 years,2,Mujer,5007
1,Segura,1,Segura,9,No sabe / no Responde,1,Segura,8,35 to 39 years,1,Hombre,1008
1,Segura,1,Segura,9,No sabe / no Responde,1,Segura,8,35 to 39 years,2,Mujer,1789
1,Segura,1,Segura,9,No sabe / no Responde,1,Segura,9,40 to 44 years,1,Hombre,2405
